business_id,name_,state_,city
QEGooBAAKnzzVvzxdeIdGA,UNKNOWN,UNKNOWN,Scottsdale
87ODE7janf3mFlaTbYZI-Q,UNKNOWN,UNKNOWN,Scottsdale
hZzwkAJG92KkszWO8PoOQA,UNKNOWN,UNKNOWN,Pittsburgh
y9xrabvHzo1qgv4UwAiYog,UNKNOWN,UNKNOWN,Glendale
5GslSGCDT3gXei0kKR-P3g,UNKNOWN,UNKNOWN,Phoenix
ocLr5R3t3jk5fu2ITqOnLw,UNKNOWN,UNKNOWN,Tempe
1Tak6Q-IlkDrdmLwrEZeSg,UNKNOWN,UNKNOWN,Las Vegas
WCFz9KVJTtIXSVvD5NMYoQ,UNKNOWN,UNKNOWN,Las Vegas
fWetLvfQXqpZcBQLHldUhA,UNKNOWN,UNKNOWN,Las Vegas
wPPp6Aj0PWRHv_YubOOrKQ,UNKNOWN,UNKNOWN,Glendale
Ek_cVX7Y9an0O9Qettz3ZQ,UNKNOWN,UNKNOWN,Las Vegas
oeW0vIYd3rUnAPgmD4fEFg,UNKNOWN,UNKNOWN,Pittsburgh
r7Llyza-w1fjTqPVgijmIg,UNKNOWN,UNKNOWN,Tempe
pX3TM1r3PTgUdfUTAjk44w,UNKNOWN,UNKNOWN,Henderson
mcHO0l7ALw5nwCeaKWKBXA,UNKNOWN,UNKNOWN,Las Vegas
g9JQuGPWCif3hLNktDQRsg,UNKNOWN,UNKNOWN,Surprise
ao97N2cqLwMHh7AYKH1j5g,UNKNOWN,UNKNOWN,Pittsburgh
g4rkl-BorzlT1hIz_-vsew,UNKNOWN,UNKNOWN,Charlotte
6lovZEiwWcRYRhyKd94DRg,UNKNOWN,UNKNOWN,Charlotte
qq2k2tohpim0gStdb9vCBw,UNKNOWN,UNKNOWN,Peoria
vJaL_UtIRkpmczGrwLSs1Q,UNKNOWN,UNKNOWN,Chandler
CrpOuFRhugfQ4gMn1SKRzg,UNKNOWN,UNKNOWN,Phoenix
RO1KZAmdOs7lSXujfOU9cA,UNKNOWN,UNKNOWN,Las Vegas
rbWL5eZCaHLqhpLd84xwUg,UNKNOWN,UNKNOWN,Las Vegas
REsdLkJySeYTGssd4Mw-Zg,UNKNOWN,UNKNOWN,Phoenix
9QOcjOObgTllLRWsczJkkg,UNKNOWN,UNKNOWN,Chandler
xv8nVVu2KTtTnAFsxdSpqQ,UNKNOWN,UNKNOWN,Scottsdale
0GqDuGbO88WQEx37Lv9dgA,UNKNOWN,UNKNOWN,Scottsdale
pVUBQo4Acf8t1ZvAQFwW9Q,UNKNOWN,UNKNOWN,Las Vegas
yckeKwCt1c7nXozE_sY76Q,UNKNOWN,UNKNOWN,Phoenix
smdGDx5PS2Nt67FXYAQSUA,UNKNOWN,UNKNOWN,Phoenix
dG9ai2DfcdlDDESttmjONg,UNKNOWN,UNKNOWN,Parma Heights
5B2bliw6ZYnFv8VVCdoSDw,UNKNOWN,UNKNOWN,Las Vegas
_zuXI7bwe73jcA_8S3Zq6w,UNKNOWN,UNKNOWN,Scottsdale
No7l4LinY1tu-bCL97qi1A,UNKNOWN,UNKNOWN,Pittsburgh
XjsCGzq5P1pCiAHotA9HCw,UNKNOWN,UNKNOWN,Las Vegas
cYia4UtyF3w6K_12Bcmihg,UNKNOWN,UNKNOWN,Charlotte
O54jXbKjZte4qVYabYjGjg,UNKNOWN,UNKNOWN,Mentor
wqJ6eC0bmKsTK5bsSuYhcg,UNKNOWN,UNKNOWN,Charlotte
c3zYwxR1TcpeO2fugLTxEA,UNKNOWN,UNKNOWN,Tempe
ZMcbVIEXsLO7j1Q1GXKPSw,UNKNOWN,UNKNOWN,Champaign
sHhaPTGHW5quop2JosQ5_Q,UNKNOWN,UNKNOWN,Phoenix
GIkDupljTD2Pw02bSSv70w,UNKNOWN,UNKNOWN,Scottsdale
0GQg5wGV-XWxq9cb7g5TGg,UNKNOWN,UNKNOWN,Phoenix
Tqk-TtGw0YjT_SrxsCPMxw,UNKNOWN,UNKNOWN,Phoenix
NAPuzJcanOp91dE4GXPOow,UNKNOWN,UNKNOWN,Scottsdale
zlU9CdZf2IjfPY5KGdZxKA,UNKNOWN,UNKNOWN,Scottsdale
YNtJQow1SAicfXOXVvaTdQ,UNKNOWN,UNKNOWN,Las Vegas
PrFLJCD1zz1s0bjKEigDLg,UNKNOWN,UNKNOWN,Las Vegas
XKS-ZYZQWs_4s3EZMYWcPQ,UNKNOWN,UNKNOWN,Chandler
n43SvzsYHO_4UTC_QwrZKA,UNKNOWN,UNKNOWN,Tempe
ZHiT9EIlnKMqbpBUmxSh_Q,UNKNOWN,UNKNOWN,Scottsdale
4EcY5S3Ph-jdl5IITHiw6Q,UNKNOWN,UNKNOWN,Phoenix
gh07-uAHqmDZkj_u9rQHZQ,UNKNOWN,UNKNOWN,Scottsdale
gkU9qqkTeH72ss8SzBZYAQ,UNKNOWN,UNKNOWN,Las Vegas
uwpPniaFEVkK5T_PWdQZ0A,UNKNOWN,UNKNOWN,Charlotte
P_ilOWgHj2DMSSZSDtvzbg,UNKNOWN,UNKNOWN,Phoenix
Auky7_gMsUdB91V0EAgbhA,UNKNOWN,UNKNOWN,Phoenix
WBhowE-ocZO_hR59rTlX-w,UNKNOWN,UNKNOWN,Charlotte
buTa1akbH0pO_P10v99_eA,UNKNOWN,UNKNOWN,Las Vegas
lsdVhR2m8lIeogsBQZrZVQ,UNKNOWN,UNKNOWN,Henderson
5GoBfhIyEN-BMzVjO5QLeA,UNKNOWN,UNKNOWN,Tempe
QNraL-gIxGAeXY2bNqTDdQ,UNKNOWN,UNKNOWN,Tempe
m2O8Et88GKz5ldQtcQ1Zmg,UNKNOWN,UNKNOWN,Las Vegas
1F7SjxEmqhFmDfQgpTI8sA,UNKNOWN,UNKNOWN,Las Vegas
ZaL3mKpmt1dopkq7bdetbQ,UNKNOWN,UNKNOWN,Mesa
lmNpuLiA6Jtn3lL2Ec43Qw,UNKNOWN,UNKNOWN,Las Vegas
mImY1Fi_de1hMuWr0Yqocw,UNKNOWN,UNKNOWN,Phoenix
LLGCa1g8owtW7xa0BbKDug,UNKNOWN,UNKNOWN,Mc Murray
Oa36vjcNukdm7xXcLZ6IPQ,UNKNOWN,UNKNOWN,Tempe
SKpg4zgr83YPZ14uzhmn9g,UNKNOWN,UNKNOWN,Scottsdale
XvOzizKafffkMuk-tIdNcQ,UNKNOWN,UNKNOWN,Las Vegas
tmz9IDGGULX9OjqYzS8Y0w,UNKNOWN,UNKNOWN,Las Vegas
nN1hW4ySFDp-rpjCWl4DSA,UNKNOWN,UNKNOWN,Las Vegas
2YouuAaGpZmNctof7CF5KQ,UNKNOWN,UNKNOWN,Madison
2SedpQ674XBqyw3Wq4kyxQ,UNKNOWN,UNKNOWN,Mesa
ghVWzVyEUW1BA_WBX-P5aQ,UNKNOWN,UNKNOWN,Scottsdale
RKV80Bg4ZxVFQXkWDfuYCA,UNKNOWN,UNKNOWN,Mesa
A0SbRhbMA6iIQTpvLVcRUg,UNKNOWN,UNKNOWN,Tempe
K0VNhFhaOrO3CypCqofjwA,UNKNOWN,UNKNOWN,Charlotte
qjSpyukIL7labiBiPYlWvQ,UNKNOWN,UNKNOWN,Mint Hill
J2lK3CpbCLJUXCc0OAPMsg,UNKNOWN,UNKNOWN,Henderson
L877pDtfa3FyN0fcNeCdlA,UNKNOWN,UNKNOWN,Henderson
e3h-84XywX_m2_kNRC7LCg,UNKNOWN,UNKNOWN,Las Vegas
FtmaxtMhJzEcX8Kj9Gyk8A,UNKNOWN,UNKNOWN,Mesa
rsWSdtHfGDT5thc7aDN6PA,UNKNOWN,UNKNOWN,Las Vegas
DUAKXNEh7c2v8mu8nWKYOg,UNKNOWN,UNKNOWN,Tempe
gsoB7JotOWYdA0GmP5dd3w,UNKNOWN,UNKNOWN,Charlotte
2qO6dJqfsONLdilgD-NJ5w,UNKNOWN,UNKNOWN,Chandler
O275_cjC8Q4_SGU0I6jWzw,UNKNOWN,UNKNOWN,Chandler
6SWrq8hoojnUHeAcJByCCg,UNKNOWN,UNKNOWN,Scottsdale
TwYdL1qY7FFBl1BqCo-CJw,UNKNOWN,UNKNOWN,Strongsville
tYM2IKe3W5oRKY_GjqsVvw,UNKNOWN,UNKNOWN,Las Vegas
2fY8CEOjXUkIBz3cgXZJQQ,UNKNOWN,UNKNOWN,Phoenix
OHL9emjVt2VytjDkSW0vOw,UNKNOWN,UNKNOWN,Las Vegas
D4BzeIfrdAgpsAkDqlg7sQ,UNKNOWN,UNKNOWN,Matthews
V_35UreRWiOmHUM3WFlX4A,UNKNOWN,UNKNOWN,Henderson
sH9aI3xg-POBMp8R-kSQZg,UNKNOWN,UNKNOWN,Charlotte
r5DsEDZSDdtUMydxd_pJXw,UNKNOWN,UNKNOWN,Tempe
dHugOm6IEuchuykiQL6Qfg,UNKNOWN,UNKNOWN,Scottsdale
-KsER702IEQF7QOXANuAIg,UNKNOWN,UNKNOWN,Tempe
6KgGE8B1RsR7jc9R5nuH0Q,UNKNOWN,UNKNOWN,Tempe
7c31l6s6adbYzrSIjRrQPw,UNKNOWN,UNKNOWN,Las Vegas
DiUgFZkt88xcDWG0OjjCaQ,UNKNOWN,UNKNOWN,Las Vegas
kTY6b1DQHCs521tooIR_6w,UNKNOWN,UNKNOWN,Las Vegas
2xBIQyPr3Bp5YPgLScMSgg,UNKNOWN,UNKNOWN,Pittsburgh
E7t1HAqUJbteKrteTI9nTQ,UNKNOWN,UNKNOWN,Phoenix
zp3rZNu-5qonTL3ByPYOUg,UNKNOWN,UNKNOWN,Champaign
wQoAm1mFpDWZyY4WU_DnyA,UNKNOWN,UNKNOWN,Chandler
P4w7kxvrr4odvXdyQzXIvw,UNKNOWN,UNKNOWN,Pittsburgh
6tdkFaMnTfDCiPG97qKVHA,UNKNOWN,UNKNOWN,Pittsburgh
TtG-FJTONaUHfUkQOU7ilg,UNKNOWN,UNKNOWN,Bedford
mJ0CA86roChYwaDkDxFGwg,UNKNOWN,UNKNOWN,Mesa
dTqxlhDNemx2jBnr99yXpA,UNKNOWN,UNKNOWN,Scottsdale
cTQ-U5HTZi-r1Gwhrkaz_g,UNKNOWN,UNKNOWN,Scottsdale
KgI1lkFzsx3Fj1vzzKjNIQ,UNKNOWN,UNKNOWN,Pittsburgh
ZhBW2MIMtUhfLIbjy9ylHg,UNKNOWN,UNKNOWN,Tempe
heyEk16YoFLlnEwKKvbrhA,UNKNOWN,UNKNOWN,Scottsdale
BtjlQLH7GN9l7VHqZgkjTw,UNKNOWN,UNKNOWN,Las Vegas
xTMkZYKEsPwuDvsjyl3BFQ,UNKNOWN,UNKNOWN,Mesa
RUJymwuG7ICtEZpXLqJpUg,UNKNOWN,UNKNOWN,Phoenix
9dro9HGXfJ4g6IzxDWD9UA,UNKNOWN,UNKNOWN,Las Vegas
YeNzn-960PuvlP1XFxaaHA,UNKNOWN,UNKNOWN,North Olmsted
ojYDE5eeEgvTyHWoFoC9iA,UNKNOWN,UNKNOWN,Phoenix
SE594hJrunTVaALEy8Guzw,UNKNOWN,UNKNOWN,Glendale
kkLwDyCPG_wU_g4LIhCQ8g,UNKNOWN,UNKNOWN,Cave Creek
1PslodOlXn0nwFIlBsMwVQ,UNKNOWN,UNKNOWN,Scottsdale
lCzAiCA5Es6OsWbV8jbcFg,UNKNOWN,UNKNOWN,Scottsdale
6Bandew-sHOhBDW9UNwgjA,UNKNOWN,UNKNOWN,Las Vegas
RGhUTNRudOmr2hDbgrs66g,UNKNOWN,UNKNOWN,Phoenix
FLyufyQmLXnQzHhfWpNB5g,UNKNOWN,UNKNOWN,Charlotte
pO9tcGCSC_skgdqVz9_Qsw,UNKNOWN,UNKNOWN,Scottsdale
3l3j4jinWIwSMN_13fwLKw,UNKNOWN,UNKNOWN,Las Vegas
_mhkV1sddm1_vf6LsNqCpg,UNKNOWN,UNKNOWN,Scottsdale
4NKE4_pGu1SS5QOwMbYNlA,UNKNOWN,UNKNOWN,Scottsdale
yz3JQk5Lqbin8mtNfDcy_w,UNKNOWN,UNKNOWN,Phoenix
2_jWcWOew5DA6wR7_eH36Q,UNKNOWN,UNKNOWN,Phoenix
LBpfHl4wjpCE3ObVLDRSzA,UNKNOWN,UNKNOWN,Charlotte
5ywg1UsnAMTUCnaex0b2sQ,UNKNOWN,UNKNOWN,Middleton
51C3Qg3qcLJdF8g9ZcHF1Q,UNKNOWN,UNKNOWN,Las Vegas
nteAMOsI2DsTTR9v6G9E7A,UNKNOWN,UNKNOWN,Las Vegas
yJ_Hh73P6ID985Ki_OlVBg,UNKNOWN,UNKNOWN,Henderson
gQ4D8sNfISbz-FxlOn9Y8w,UNKNOWN,UNKNOWN,Scottsdale
1e1echv32lQ01jx2MHASDg,UNKNOWN,UNKNOWN,Scottsdale
oYfzCy8kUkALFa28og_OsQ,UNKNOWN,UNKNOWN,Tempe
3QPOPoWRdrXYu_SRAILBjQ,UNKNOWN,UNKNOWN,Mesa
gw6aVsdno8U8DEl0F404fg,UNKNOWN,UNKNOWN,Phoenix
sOHkm-kMdH-qkVkGeDYfAw,UNKNOWN,UNKNOWN,Tempe
g6nPaGNPytH6HKewfYwxdA,UNKNOWN,UNKNOWN,Las Vegas
qspzfqFNq0iXqsW2QrDB2Q,UNKNOWN,UNKNOWN,Tempe
2VtghgP78OPbPHo0ubPCew,UNKNOWN,UNKNOWN,Las Vegas
WqRwAE6aOLdfgaMpqE0Hjg,UNKNOWN,UNKNOWN,Las Vegas
yk_humsf5Uy1YAM3SOKYdQ,UNKNOWN,UNKNOWN,Chandler
C31ExBTn_6UxbTVkWPtNkg,UNKNOWN,UNKNOWN,Champaign
p9hQI4TkC-5gDib3epQJ7Q,UNKNOWN,UNKNOWN,Las Vegas
U2ZwdiUSZlK4PAhcQugLgA,UNKNOWN,UNKNOWN,Phoenix
r69MorklzaPdxGySgNA19g,UNKNOWN,UNKNOWN,Phoenix
_bR-GEtSBw7Nptgx-NN8oQ,UNKNOWN,UNKNOWN,Chandler
4HudfLgcMH5WRD68MhvMAw,UNKNOWN,UNKNOWN,Las Vegas
7DM-ASw-J0RmJPP0AnbEjw,UNKNOWN,UNKNOWN,Phoenix
DDfGmZ07nTAR579uCd7gzQ,UNKNOWN,UNKNOWN,Las Vegas
wAsgaxDVxggREwxgVbPwYw,UNKNOWN,UNKNOWN,Las Vegas
K-0pdH5hZQVeoUmYSNygQw,UNKNOWN,UNKNOWN,Las Vegas
0FtjGjAJGuUVp-gohD3jlw,UNKNOWN,UNKNOWN,Gilbert
PQYp8wJ3yHWX4Nbg0jTH3g,UNKNOWN,UNKNOWN,Scottsdale
Yf8PiUFYTgeN-NVSgrntPQ,UNKNOWN,UNKNOWN,Scottsdale
aoEVjewjiQYsI8xcgM-ymQ,UNKNOWN,UNKNOWN,Henderson
Rf41BVuBNLsSWbCla28Tig,UNKNOWN,UNKNOWN,Henderson
g_UINGgOcQq-vkpAbp7lWQ,UNKNOWN,UNKNOWN,Las Vegas
SMOIut5YSXbJ8Kg0ZrudqA,UNKNOWN,UNKNOWN,Las Vegas
Vo5CwOrsyWIyF6NJNEVBKg,UNKNOWN,UNKNOWN,Las Vegas
Z9lVkh7ni2UVd0uO3ikykA,UNKNOWN,UNKNOWN,Peoria
Bt0kGgIMJ7x0Vi5G14ZhYA,UNKNOWN,UNKNOWN,Scottsdale
WQ7Qys-keM0MCO7IGpEduQ,UNKNOWN,UNKNOWN,Henderson
5LwPLsnkmRhMFgfSJ-DdyQ,UNKNOWN,UNKNOWN,Henderson
HtIDJhLEUUmIyOGsBEs1Rg,UNKNOWN,UNKNOWN,Gilbert
a5iI_Lwuprw1Yk-ug6oK5Q,UNKNOWN,UNKNOWN,Charlotte
wM3LNMTjCXBt-iknUvMRVw,UNKNOWN,UNKNOWN,Tempe
q8uVDQVlN1xoHJhrJ_ms5g,UNKNOWN,UNKNOWN,Las Vegas
rca1HN4qRsZfmpxmlFWNDQ,UNKNOWN,UNKNOWN,Phoenix
UPKWR2kaOne5d4AmdqdZlg,UNKNOWN,UNKNOWN,Pittsburgh
AybRGjyV28LHQ9LTAfYDug,UNKNOWN,UNKNOWN,Henderson
5FiuxRWs-indyk2Y9imkSg,UNKNOWN,UNKNOWN,Las Vegas
YKr-1BT3IBCaXJWuQWGj0w,UNKNOWN,UNKNOWN,Las Vegas
VONg0lyHm7fUdARWjkkjCQ,UNKNOWN,UNKNOWN,Las Vegas
h-XcR4K53HsaSqcBYio-WA,UNKNOWN,UNKNOWN,Charlotte
o86OGfW63bVqWkIrvxcEQQ,UNKNOWN,UNKNOWN,Scottsdale
V9Pqh_S5Hfu9rndDJn9n6w,UNKNOWN,UNKNOWN,Phoenix
p-wPfdOrtiMFdQPT4bSuxw,UNKNOWN,UNKNOWN,Las Vegas
Ssk38csnsCmFpdewUxxVZQ,UNKNOWN,UNKNOWN,Tempe
8R2Gm4lsS90JG9jIYHlfeg,UNKNOWN,UNKNOWN,Madison
z61ppZjZkBJI9iz0wTf5nQ,UNKNOWN,UNKNOWN,Madison
oq7yB9GwWzJkCWeAMIqIvw,UNKNOWN,UNKNOWN,Henderson
QrG1exP9084wk2r7BU-RuA,UNKNOWN,UNKNOWN,Tempe
h1S9CQd5p6YuuCJKKdFiTA,UNKNOWN,UNKNOWN,Charlotte
WizGXNkcaRahwTExF90KYw,UNKNOWN,UNKNOWN,Charlotte
qpdMFF6Y31ZAtE1R1OLsfA,UNKNOWN,UNKNOWN,Henderson
PvbUrJ7ZM-h1HQp9RoicIg,UNKNOWN,UNKNOWN,Las Vegas
taXKuFldSoerm9SXrckh_w,UNKNOWN,UNKNOWN,Mesa
RtHMwoP4P2d3trkpK-n6yw,UNKNOWN,UNKNOWN,Scottsdale
3I7xY7DjWearTz7d4TGdbw,UNKNOWN,UNKNOWN,Chandler
ezgjo8tnwXIOYpgvTg_sKw,UNKNOWN,UNKNOWN,Scottsdale
EtWhX8jFs9rgDrvEOpFeIw,UNKNOWN,UNKNOWN,Las Vegas
JJh7q69jbfACuVBr93p8EQ,UNKNOWN,UNKNOWN,Scottsdale
FO_6o6BAs3s8yzd-gDh3jQ,UNKNOWN,UNKNOWN,Las Vegas
AnOb3EDRIwfVayPWddr78g,UNKNOWN,UNKNOWN,Chandler
d4HnY0ar8-wggSOvyEUcyw,UNKNOWN,UNKNOWN,Las Vegas
ROZCc1XMuAJpyhvTxotQ6w,UNKNOWN,UNKNOWN,Las Vegas
S7QXZFLakoa-9eGMgycS-A,UNKNOWN,UNKNOWN,Chandler
VrOd56sqFuikPetq6X3orQ,UNKNOWN,UNKNOWN,Scottsdale
-w87_Lnx_jPyGZN78tVjXA,UNKNOWN,UNKNOWN,Scottsdale
eBt4IVKfSuQ6BcBWalDiTQ,UNKNOWN,UNKNOWN,Scottsdale
1zJdyb0mqvNhE-3xaaHwIA,UNKNOWN,UNKNOWN,Scottsdale
-Obx-qavwBCbJi_lKPbjVw,UNKNOWN,UNKNOWN,Las Vegas
hO2C3mGpK2lqZ2c2JltQSA,UNKNOWN,UNKNOWN,Charlotte
ozAb1TjLJqRH_3pb8TaPTw,UNKNOWN,UNKNOWN,Madison
VCPqbI_OTV5RZXYrW461PA,UNKNOWN,UNKNOWN,Scottsdale
U3ShrvhAFpv5mfT6z07eGw,UNKNOWN,UNKNOWN,Henderson
dzmBn58boDASCg_LeAgNiA,UNKNOWN,UNKNOWN,Scottsdale
-AeZXaqxrLxxXEVH9KmK-g,UNKNOWN,UNKNOWN,Henderson
n5UMGTW2394E1Qk7guLSqg,UNKNOWN,UNKNOWN,Gilbert
H7GzAKwibxM3Kk3xCD-aHQ,UNKNOWN,UNKNOWN,Las Vegas
dmQY_zODV6ymRxRSKs7FIw,UNKNOWN,UNKNOWN,Mesa
2Y0-nrSZNsLRStyupZgM7g,UNKNOWN,UNKNOWN,Las Vegas
-UWw90jUbIL1RlL3EqWvnw,UNKNOWN,UNKNOWN,Las Vegas
-SG4FFB4DgZO_t_WImkvJQ,UNKNOWN,UNKNOWN,Phoenix
_IfwKbnSD2UK7PUS7qn-Ig,UNKNOWN,UNKNOWN,Phoenix
xI3IVXHdB6hmOnFjQAZnyg,UNKNOWN,UNKNOWN,Las Vegas
mdAY2mCRiaOKn3BONyTG4g,UNKNOWN,UNKNOWN,Mesa
qFo9G2zdvLbgH8whxty36g,UNKNOWN,UNKNOWN,Chandler
-RBS7znoOzfB8siQPc1_Nw,UNKNOWN,UNKNOWN,Scottsdale
0rrq-d9iNL2rrLET61v7jg,UNKNOWN,UNKNOWN,Fitchburg
sED2nCJYPWgjTK64_x9IRw,UNKNOWN,UNKNOWN,Las Vegas
_Hb0sjOM5mhIfYbFvCEr9A,UNKNOWN,UNKNOWN,Henderson
evbEh0qRFWlqliHOy62c0A,UNKNOWN,UNKNOWN,Henderson
_hk86dmVseiD5xZbdUGMuA,UNKNOWN,UNKNOWN,Charlotte
NYCMFOpKFmGk6jbuAJYyEg,UNKNOWN,UNKNOWN,Scottsdale
8x0ZB81IW8svt71282r4-w,UNKNOWN,UNKNOWN,Glendale
MB6NnC5XOZM9RGFfcCRWMg,UNKNOWN,UNKNOWN,Huntersville
vUJhUVmRMn9T4gsmz-L_Yg,UNKNOWN,UNKNOWN,Phoenix
qMyYUz_V9I-jor53xb3bMQ,UNKNOWN,UNKNOWN,Cleveland
ha9VrI0_OUAErJSI71NWPw,UNKNOWN,UNKNOWN,Scottsdale
HzGRl7ERUjPpBA_rOT3E-w,UNKNOWN,UNKNOWN,Las Vegas
g5Y4swQmgMPjeIyBNEo1xA,UNKNOWN,UNKNOWN,Tempe
mr5hwhIb_qfpTg9mbWHgsQ,UNKNOWN,UNKNOWN,Phoenix
EunTJj_O_AWfrvDEyrP-GA,UNKNOWN,UNKNOWN,Matthews
VAvlwMwFTKH19w8Tdu9kBA,UNKNOWN,UNKNOWN,Henderson
ztcdHj6EpUD7EemcntSsrg,UNKNOWN,UNKNOWN,Chandler
BYp4NUxpwXCsTAoEmksLxA,UNKNOWN,UNKNOWN,Las Vegas
aj0DdrjiVvWxVDZodgRTfQ,UNKNOWN,UNKNOWN,Gastonia
FR2XNAoGmWaFMDgkEjwptQ,UNKNOWN,UNKNOWN,Las Vegas
Gws4c2JKXbbBIXK9dvOsJw,UNKNOWN,UNKNOWN,Chandler
Wzx5tF9-PaWfWSirdq8Ulg,UNKNOWN,UNKNOWN,Chandler
NVaMVB39fVcJLsBpQiYrbw,UNKNOWN,UNKNOWN,Las Vegas
yxih5QHOdx8CmpgpI-pxgw,UNKNOWN,UNKNOWN,Chandler
mAQCJfPsJDcGtPs6HzjdVw,UNKNOWN,UNKNOWN,Las Vegas
XqeZKk07p2Nr76EyM9EOuw,UNKNOWN,UNKNOWN,Charlotte
NR9Su70JzIJoTBDnf1Qb2g,UNKNOWN,UNKNOWN,Chandler
S1_58P0jY58yvt01L-EP_Q,UNKNOWN,UNKNOWN,Chandler
YBWy5z-6vJRYsBZPFwDKVQ,UNKNOWN,UNKNOWN,Scottsdale
zRc3RHdzSu4InEcvJDyR4A,UNKNOWN,UNKNOWN,Las Vegas
GI6xfldcEOXos60lXxa5LQ,UNKNOWN,UNKNOWN,Scottsdale
7FWFzCLx8y4TLCGHSV83yQ,UNKNOWN,UNKNOWN,Las Vegas
rwyEBonWH2nhxxxQo6X1nw,UNKNOWN,UNKNOWN,Las Vegas
dOE4OTd9t9YfBC7i5WR6bg,UNKNOWN,UNKNOWN,Scottsdale
F3q_7I7TvRSk3m9zEC7qVw,UNKNOWN,UNKNOWN,Las Vegas
Qizis0fGQTx6NsaUs8abOg,UNKNOWN,UNKNOWN,Las Vegas
zhVrl8N_zMW8f9NuoluG6Q,UNKNOWN,UNKNOWN,Gilbert
EiZYdEo9p2K6r6CnZ5gqsw,UNKNOWN,UNKNOWN,Mesa
JJfKKK3prm0Kmgch9n7IDg,UNKNOWN,UNKNOWN,Scottsdale
MtjwVcFHvtogmJZ7De8M9Q,UNKNOWN,UNKNOWN,Cleveland Heights
ldJnXfTBdYa1j9r2dIcZ6A,UNKNOWN,UNKNOWN,Avondale
rLyJUCwMM1POt7RnFnSASg,UNKNOWN,UNKNOWN,Charlotte
KxGVWLAhwWjEOWfx2R2T8Q,UNKNOWN,UNKNOWN,Chandler
tK_NS6MD42O0IQHKhp7xag,UNKNOWN,UNKNOWN,Phoenix
eem6eoAiYL9UcQUE0kMD-g,UNKNOWN,UNKNOWN,Mesa
zFv8xagzmdiSsbtxzprvsg,UNKNOWN,UNKNOWN,Las Vegas
t24iet8ECETVbu_2UhrxkA,UNKNOWN,UNKNOWN,Scottsdale
uwVR7b6CxfTzq2sslwWdCA,UNKNOWN,UNKNOWN,Las Vegas
v-JI57_h-5sLuiy2AsWJiA,UNKNOWN,UNKNOWN,Peoria
8XBk9Stt64ykR0-v_mXL5A,UNKNOWN,UNKNOWN,Phoenix
_JZ7hXqOZ_MngjPWFgER0w,UNKNOWN,UNKNOWN,Phoenix
NLHLeoCwul4hStWX_LNVOA,UNKNOWN,UNKNOWN,Pineville
STR56aM5Jld1F59XmTTvTQ,UNKNOWN,UNKNOWN,Scottsdale
YXdriiIKA4b1nQiRQ4XaDA,UNKNOWN,UNKNOWN,Henderson
DLjVj2pwEvjtIzNS2HifPA,UNKNOWN,UNKNOWN,Las Vegas
MGCwVAFyZBzbrX8meNZ4cA,UNKNOWN,UNKNOWN,Charlotte
9VSg0N2M11Y6aL6LgoBYgQ,UNKNOWN,UNKNOWN,Mesa
rRAKvF-E_fnikHK4WSpXrA,UNKNOWN,UNKNOWN,Mentor
uxDnXOh6hAWKw1Q31XHnww,UNKNOWN,UNKNOWN,Chandler
-NVarOq5E4htuA3Q3OEUnw,UNKNOWN,UNKNOWN,Las Vegas
3aJEg4C6980DTPQrBHh6qQ,UNKNOWN,UNKNOWN,Charlotte
n0NzAcID4O01SEPehraBrA,UNKNOWN,UNKNOWN,Henderson
aZgRTkEmIPx2kNfl7e4HRA,UNKNOWN,UNKNOWN,Phoenix
PkIypEdEKFIN-ta122nyNg,UNKNOWN,UNKNOWN,Chandler
3-g4w6DcNTeE2bRmqmNa1A,UNKNOWN,UNKNOWN,Chandler
udrIB4tIAtZQOGAiukQ2Rg,UNKNOWN,UNKNOWN,Phoenix
-rMJrY16eFTQd4I035G1oQ,UNKNOWN,UNKNOWN,Mesa
7pGWy3mR7gjMSE6x2njqPA,UNKNOWN,UNKNOWN,Scottsdale
QBfYQd0A7QbvH16H65Qegg,UNKNOWN,UNKNOWN,Scottsdale
Gtanh7f41EF6AktfcqYZmQ,UNKNOWN,UNKNOWN,Charlotte
tb4uP6nnel0veA_hvFmr6Q,UNKNOWN,UNKNOWN,Las Vegas
nhFYOV9Tpzu7s-cf9vxh8w,UNKNOWN,UNKNOWN,Las Vegas
uUiF8TrBS_dXAoWJKI009Q,UNKNOWN,UNKNOWN,Phoenix
f5sSn5cO4t6mF_mdnzKkyA,UNKNOWN,UNKNOWN,Las Vegas
DeiDY5I2scn86glfEVj9Ow,UNKNOWN,UNKNOWN,Henderson
8KICEzPzQIApPxlzX06OLA,UNKNOWN,UNKNOWN,Chandler
hVD6mqXpzhk1n0qJAdL72g,UNKNOWN,UNKNOWN,Chandler
YiPb4-f_4d16YqG29qApjg,UNKNOWN,UNKNOWN,Peoria
2PnRXLAN3KFEu4g0OUL2iw,UNKNOWN,UNKNOWN,Scottsdale
sUK_z8bb0kI5mYboOt8Z3Q,UNKNOWN,UNKNOWN,Phoenix
j31pnl7bgrx5Zs7LlwzOOw,UNKNOWN,UNKNOWN,Scottsdale
9H50C_eXdwu2d8_OdHnSMQ,UNKNOWN,UNKNOWN,Scottsdale
WhLL52-lFALPrNKdd9FKAg,UNKNOWN,UNKNOWN,Las Vegas
